EN,S_CODE,S_CITY,E_CODE,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
552,*,Boston              MA,*,Tampa               FL,1.27,3,Yes,No,2982.62346201449,30124,23654,5787293,2195215,Free,Free,1183,10673,124.82
553,ORD,Chicago             IL,*,Tampa               FL,1.14,3,Yes,Yes,2260.16643632466,29260,23654,7830332,2195215,Controlled,Free,1008,17160,127.06
554,MDW,Chicago             IL,*,Tampa               FL,1.14,3,Yes,Yes,2260.16643632466,29260,23654,7830332,2195215,Free,Free,1008,17160,127.06
555,*,Columbus            OH,*,Tampa               FL,1.55,3,Yes,Yes,2553.1650254048,24502,23654,125722,2195215,Free,Free,834,4587,106.65
556,*,Dallas/Fort Worth   TX,*,Tampa               FL,1.13,3,Yes,No,5565.53843981844,28637,23654,3036732,2195215,Free,Free,936,5196,200.69
557,*,Detroit             MI,*,Tampa               FL,1.17,3,Yes,No,4984.07686129158,26506,23654,4459144,2195215,Free,Constrained,994,10640,107.51
558,*,Fort Lauderdale     FL,*,Tampa               FL,1,3,Yes,Yes,3692.27931387487,26752,23654,1440377,2195215,Free,Free,187,13264,46.32
559,*,Hartford            CT,*,Tampa               FL,1.44,3,Yes,No,4633.50982245378,30268,23654,1106780,2195215,Free,Free,1108,4410,125.25
560,*,Las Vegas           NV,*,Tampa               FL,1.67,3,Yes,Yes,2238.07703898432,24575,23654,1197234,2195215,Free,Free,1989,3905,128.97
561,*,Los Angeles         CA,*,Tampa               FL,1.61,3,Yes,No,3873.0014997392,24706,23654,9056076,2195215,Free,Free,2164,4065,224.21
562,*,Miami               FL,*,Tampa               FL,1,3,Yes,No,5791.78121462578,21207,23654,2105604,2195215,Free,Free,194,7464,85.62
563,JFK,New York/Newark     NY,*,Tampa               FL,1.1,3,Yes,No,2422.98364878623,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.89
564,LGA,New York/Newark     NY,*,Tampa               FL,1.1,3,Yes,No,2422.98364878623,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.89
565,EWR,New York/Newark     NY,*,Tampa               FL,1.1,0,Yes,No,2422.98364878623,32991,23654,8621121,2195215,Free,Constrained,1009,27103,123.89
566,*,Philadelphia/Camden PA,*,Tampa               FL,1.15,3,Yes,No,6172.24163267327,27994,23654,4948339,2195215,Free,Free,932,8064,122.99
567,*,Pittsburgh          PA,*,Tampa               FL,1.29,3,Yes,No,7105.01131780288,25054,23654,2374260,2195215,Free,Constrained,874,4715,119.84
568,*,St Louis            MO,*,Tampa               FL,1.19,3,Yes,Yes,4136.63421791231,25824,23654,2549844,2195215,Free,Free,865,4749,135.76
569,*,Las Vegas           NV,*,Tucson              AZ,1.1,3,Yes,Yes,3552.11171604125,24575,20375,1197234,766956,Free,Free,357,5658,49.77
570,*,Los Angeles         CA,*,Tucson              AZ,1.05,1,No,Yes,3098.7358685681,24706,20375,9056076,766956,Free,Free,447,12808,49.02
571,*,San Diego           CA,*,Tucson              AZ,1.17,3,No,Yes,6167.00199050745,23903,20375,2673620,766956,Free,Free,358,4307,54.96
572,*,Dallas/Fort Worth   TX,*,Tulsa               OK,1,3,No,Yes,4601.9634776275,28637,22956,3036732,754013,Free,Free,239,11479,64.97
573,*,Houston             TX,*,Tulsa               OK,1.07,3,No,Yes,4959.21463303245,27211,22956,3770125,754013,Free,Free,444,7782,100.36
574,*,Albuquerque         NM,IAD,Washington          DC,1.89,3,No,No,2225.74327191105,22089,31981,668159,4549784,Free,Free,1643,3740,215.57
575,*,Albuquerque         NM,DCA,Washington          DC,1.89,3,No,No,2225.74327191105,22089,31981,668159,4549784,Controlled,Free,1643,3740,215.57
576,*,Atlanta             GA,IAD,Washington          DC,1.12,3,No,No,6334.03186949751,26993,31981,3532657,4549784,Free,Free,539,23531,166.67
577,*,Atlanta             GA,DCA,Washington          DC,1.12,3,No,No,6334.03186949751,26993,31981,3532657,4549784,Controlled,Free,539,23531,166.67
578,*,Boston              MA,IAD,Washington          DC,1.04,3,No,No,5483.28533744277,30124,31981,5787293,4549784,Free,Free,400,37715,132.79
579,*,Boston              MA,DCA,Washington          DC,1.04,3,No,No,5483.28533744277,30124,31981,5787293,4549784,Controlled,Free,400,37715,132.79
580,ORD,Chicago             IL,IAD,Washington          DC,1.09,3,No,No,5560.73440287451,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
581,ORD,Chicago             IL,DCA,Washington          DC,1.09,3,No,No,5560.73440287451,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
582,MDW,Chicago             IL,IAD,Washington          DC,1.09,3,No,No,5560.73440287451,29260,31981,7830332,4549784,Free,Free,591,27713,145.61
583,MDW,Chicago             IL,DCA,Washington          DC,1.09,3,No,No,5560.73440287451,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
584,*,Columbus            OH,IAD,Washington          DC,1.07,3,No,No,3289.85839151223,24502,31981,125722,4549784,Free,Free,310,6583,100.95
585,*,Columbus            OH,DCA,Washington          DC,1.07,3,No,No,3289.85839151223,24502,31981,125722,4549784,Controlled,Free,310,6583,100.95
586,*,Dallas/Fort Worth   TX,IAD,Washington          DC,1.16,3,No,No,6460.84058092064,28637,31981,3036732,4549784,Free,Free,1185,14398,256.86
587,*,Dallas/Fort Worth   TX,DCA,Washington          DC,1.16,3,No,No,6460.84058092064,28637,31981,3036732,4549784,Controlled,Free,1185,14398,256.86
588,*,Denver              CO,IAD,Washington          DC,1.33,3,No,No,7046.98471273948,29055,31981,1862106,4549784,Free,Free,1470,12410,240.48
589,*,Denver              CO,DCA,Washington          DC,1.33,3,No,No,7046.98471273948,29055,31981,1862106,4549784,Controlled,Free,1470,12410,240.48
590,*,Detroit             MI,IAD,Washington          DC,1.08,3,No,No,8369.87647131028,26506,31981,4459144,4549784,Free,Constrained,391,7833,205.96
591,*,Detroit             MI,DCA,Washington          DC,1.08,3,No,No,8369.87647131028,26506,31981,4459144,4549784,Controlled,Constrained,391,7833,205.96
592,*,Fort Lauderdale     FL,IAD,Washington          DC,1.31,3,Yes,No,5433.17448063814,26752,31981,1440377,4549784,Free,Free,896,5935,127.67
593,*,Fort Lauderdale     FL,DCA,Washington          DC,1.31,3,Yes,No,5433.17448063814,26752,31981,1440377,4549784,Controlled,Free,896,5935,127.67
594,*,Hartford            CT,IAD,Washington          DC,1.04,0,No,No,5796.37538622354,30268,31981,1106780,4549784,Free,Free,315,7688,117.35
595,*,Hartford            CT,DCA,Washington          DC,1.04,3,No,No,5796.37538622354,30268,31981,1106780,4549784,Controlled,Free,315,7688,117.35
596,*,Houston             TX,IAD,Washington          DC,1.36,3,No,No,4641.26441325544,27211,31981,3770125,4549784,Free,Free,1213,4708,297.2
597,*,Houston             TX,DCA,Washington          DC,1.36,3,No,No,4641.26441325544,27211,31981,3770125,4549784,Controlled,Free,1213,4708,297.2
598,*,Kansas City         MO,IAD,Washington          DC,1.42,3,No,No,4221.56193669298,25450,31981,1694803,4549784,Free,Free,935,5252,182.56
599,*,Kansas City         MO,DCA,Washington          DC,1.42,3,No,No,4221.56193669298,25450,31981,1694803,4549784,Controlled,Free,935,5252,182.56
600,*,Los Angeles         CA,IAD,Washington          DC,1.33,3,No,No,3680.5992488174,24706,31981,9056076,4549784,Free,Free,2300,20007,303.82
601,*,Los Angeles         CA,DCA,Washington          DC,1.33,3,No,No,3680.5992488174,24706,31981,9056076,4549784,Controlled,Free,2300,20007,303.82
602,*,Miami               FL,IAD,Washington          DC,1.15,3,Yes,No,5121.24212776866,21207,31981,2105604,4549784,Free,Free,924,9176,147.8
603,*,Miami               FL,DCA,Washington          DC,1.15,3,Yes,No,5121.24212776866,21207,31981,2105604,4549784,Controlled,Free,924,9176,147.8
604,*,Minneapolis/St Paul MN,IAD,Washington          DC,1.19,3,No,No,7968.62756885666,28739,31981,2761118,4549784,Free,Constrained,916,8215,235.1
605,*,Minneapolis/St Paul MN,DCA,Washington          DC,1.19,3,No,No,7968.62756885666,28739,31981,2761118,4549784,Controlled,Constrained,916,8215,235.1
606,*,New Orleans         LA,IAD,Washington          DC,1.46,3,No,No,2946.22641920069,22038,31981,1308499,4549784,Free,Free,956,6208,164.3
607,*,New Orleans         LA,DCA,Washington          DC,1.46,3,No,No,2946.22641920069,22038,31981,1308499,4549784,Controlled,Free,956,6208,164.3
608,JFK,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.88845052674,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
609,JFK,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.88845052674,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
610,LGA,New York/Newark     NY,IAD,Washington          DC,1,1,No,No,2487.88845052674,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
611,LGA,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.88845052674,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
612,EWR,New York/Newark     NY,IAD,Washington          DC,1,3,No,No,2487.88845052674,32991,31981,8621121,4549784,Free,Constrained,217,63690,114.35
613,EWR,New York/Newark     NY,DCA,Washington          DC,1,3,No,No,2487.88845052674,32991,31981,8621121,4549784,Controlled,Constrained,217,63690,114.35
614,*,Orlando             FL,IAD,Washington          DC,1.15,1,Yes,No,3081.34411240913,22360,31981,1421287,4549784,Free,Free,760,14683,125.8
615,*,Orlando             FL,DCA,Washington          DC,1.15,3,Yes,No,3081.34411240913,22360,31981,1421287,4549784,Controlled,Free,760,14683,125.8
616,*,Phoenix             AZ,IAD,Washington          DC,1.58,3,No,No,2295.22684415938,23025,31981,2753373,4549784,Free,Free,1970,5190,279.83
617,*,Phoenix             AZ,DCA,Washington          DC,1.58,3,No,No,2295.22684415938,23025,31981,2753373,4549784,Controlled,Free,1970,5190,279.83
618,*,San Diego           CA,IAD,Washington          DC,1.57,3,No,No,3329.81018779828,23903,31981,2673620,4549784,Free,Free,2259,6724,273.83
619,*,San Diego           CA,DCA,Washington          DC,1.57,3,No,No,3329.81018779828,23903,31981,2673620,4549784,Controlled,Free,2259,6724,273.83
620,*,San Francisco       CA,IAD,Washington          DC,1.37,3,No,No,6865.76716878018,38813,31981,1653017,4549784,Free,Free,2428,17938,347.82
621,*,San Francisco       CA,DCA,Washington          DC,1.37,3,No,No,6865.76716878018,38813,31981,1653017,4549784,Controlled,Free,2428,17938,347.82
622,*,Seattle/Tacoma      WA,IAD,Washington          DC,1.55,3,No,No,4358.51032807365,30916,31981,2230831,4549784,Free,Free,2317,7614,281.06
623,*,Seattle/Tacoma      WA,DCA,Washington          DC,1.55,3,No,No,4358.51032807365,30916,31981,2230831,4549784,Controlled,Free,2317,7614,281.06
624,*,St Louis            MO,IAD,Washington          DC,1.14,3,No,No,8117.1221947995,25824,31981,2549844,4549784,Free,Free,699,4957,258.37
625,*,St Louis            MO,DCA,Washington          DC,1.14,3,No,No,8117.1221947995,25824,31981,2549844,4549784,Controlled,Free,699,4957,258.37
626,*,Tampa               FL,IAD,Washington          DC,1.24,3,Yes,No,4580.05106740664,23654,31981,2195215,4549784,Free,Free,815,8413,132.94
627,*,Tampa               FL,DCA,Washington          DC,1.24,3,Yes,No,4580.05106740664,23654,31981,2195215,4549784,Controlled,Free,815,8413,132.94
628,*,Atlanta             GA,*,West Palm Beach     FL,1.01,3,Yes,No,6017.65594635175,26993,37375,3532657,991717,Free,Free,546,7788,104.11
629,*,Boston              MA,*,West Palm Beach     FL,1.32,3,Yes,No,4771.66275827011,30124,37375,5787293,991717,Free,Free,1193,8170,127.83
630,ORD,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.42072803851,29260,37375,7830332,991717,Controlled,Free,1134,5449,145.53
631,MDW,Chicago             IL,*,West Palm Beach     FL,1.26,3,Yes,No,2040.42072803851,29260,37375,7830332,991717,Free,Free,1134,5449,145.53
632,*,Hartford            CT,*,West Palm Beach     FL,1.36,3,Yes,No,3951.54973283312,30268,37375,1106780,991717,Free,Free,1125,5243,130.15
633,JFK,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.695084497,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
634,LGA,New York/Newark     NY,*,West Palm Beach     FL,1.08,3,Yes,No,2216.695084497,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
635,EWR,New York/Newark     NY,*,West Palm Beach     FL,1.08,0,Yes,No,2216.695084497,32991,37375,8621121,991717,Free,Constrained,1030,34324,129.63
636,*,Philadelphia/Camden PA,*,West Palm Beach     FL,1.17,3,Yes,No,6797.80046453382,27994,37375,4948339,991717,Free,Free,960,6016,124.87
637,IAD,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.42674366952,31981,37375,4549784,991717,Free,Free,858,4877,129.62
638,DCA,Washington          DC,*,West Palm Beach     FL,1.28,3,Yes,No,5566.42674366952,31981,37375,4549784,991717,Controlled,Free,858,4877,129.62
